-1	Onii
-1	Oniion Ring
-1	Lotus Root Onii
-1	Onii Man
-1	Pickle Pot Onii
-1	??? Pot Onii
-1	Arsonist Onii
-1	Onii Hopper
-1	Dragon Hopper
-1	Onii Cavalry
-1	Worker Onii (Dragon)
-1	Worker Onii (Cow)
-1	Worker Onii (Tail)
-1	Onii Ball
-1	Onii Metal
-1	Onii Bride
-1	Mush Man
-1	Mush Bro
-1	Mush Geezer
-1	Escargoo
-1	Gold Escargoo
-1	Moonflower
-1	Meloncholie
-1	Rocky
-1	Turniphead
-1	Radeeze
-1	Rodeo Cow
-1	Black Sheep
-1	Cow Bones
-1	Cockadoodledo
-1	Concodore
-1	Korobokle
-1	Zombie
-1	Peakadeath
-1	Okamemask
-1	Yvonne
-1	Crab Onii
-1	Compass
-1	Fierce Owl
-1	Owl Hag
-1	Fan Onii
-1	Vacuum Onii
-1	Giant Zoeter
-1	Ogre Ergo
-1	UFO
-1	Clockwork Knight
-1	Typhoon Mary
-1	Typhoon Gene
-1	Typhoon Jane
-1	Mini Dragon
-1	Marble Dragon
-1	Reborn Dragon
-1	Blue Dragon
