1	TEST
2	BOSS_CLEAR_COUNT
3	SYSTEM_TRIGGER_EVENT_TIMING
4	SYSTEM_CATHLE_LEVEL
5	SYSTEM_TRIGGER_WORK_00
6	SYSTEM_TRIGGER_WORK_01
7	SYSTEM_TRIGGER_WORK_02
8	SYSTEM_TRIGGER_WORK_03
10	BOSS_SPTWORK_VALUE_00
11	BOSS_SPTWORK_VALUE_01
12	BOSS_SPTWORK_VALUE_02
13	BOSS_SPTWORK_VALUE_03
14	BOSS_SPTWORK_VALUE_04
15	BOSS_SPTWORK_VALUE_05
16	BOSS_SPTWORK_VALUE_06
17	BOSS_SPTWORK_VALUE_07
18	BOSS_SPTWORK_VALUE_08
19	BOSS_SPTWORK_VALUE_09
20	BLUE_TREE_ITEM_CNT00
21	BLUE_TREE_ITEM_CNT01
22	BLUE_TREE_ITEM_CNT02
23	BLUE_TREE_ITEM_CNT03
24	BLUE_TREE_ITEM_CNT04
25	BLUE_TREE_ITEM_CNT05
26	BLUE_TREE_ITEM_CNT06
27	BLUE_TREE_ITEM_CNT07
28	BLUE_TREE_ITEM_CNT08
29	BLUE_TREE_ITEM_CNT09
30	BLUE_TREE_ITEM_CNT10
31	BLUE_TREE_ITEM_CNT11
32	BLUE_TREE_ITEM_CNT12
33	BLUE_TREE_ITEM_CNT13
34	BLUE_TREE_ITEM_CNT14
35	BLUE_TREE_ITEM_CNT15
36	BLUE_TREE_ITEM_CNT16
37	BLUE_TREE_ITEM_CNT17
38	BLUE_TREE_ITEM_CNT18
39	BLUE_TREE_ITEM_CNT19
40	CLOCK_SETTING_TIME
41	TEAM_MEMBER_MAX
42	PC_ATTACH_JEWEL_TYPE
43	3DLITHNER_POSITION_TYPE
44	CHANGE_TITLE_CAMERA
45	EXHIBIT_INDEX
46	NPC_REBIRTH_COUNTER
47	NPC_TEAM_FORMATION_ID
48	NPC_CHILD_GENERATE_COUNT
50	MUSIC_PLAY_ID_00
51	MUSIC_PLAY_ID_01
52	MUSIC_PLAY_ID_02
53	APRICOT_TALK_KISS_CNT
54	SCARRET_TALK_KISS_CNT
55	MONICA_TALK_KISS_CNT
56	SHIZCA_TALK_KISS_CNT
57	COCOMO_TALK_KISS_CNT
58	FELNE_TALK_KISS_CNT
59	MYRTLE_TALK_KISS_CNT
60	MYRTLE_KISS_CNT
68	COUNT_RIAM_CLEAR
69	COUNT_VELDE_CLEAR
70	RIAM_QUEST_DAY_COUNTER
71	VELDE_QUEST_DAY_COUNTER
164	QT01_EVT_00
165	QT01_EVT_01
166	QT01_EVT_02
167	QT01_EVT_03
168	QT01_EVT_04
169	QT01_EVT_05
170	QT01_EVT_06
171	QT01_EVT_07
172	QT01_EVT_08
173	QT01_EVT_09
174	QT01_EVT_10
175	QT01_EVT_11
176	QT01_EVT_12
177	QT01_EVT_13
178	QT01_EVT_14
179	QT01_EVT_15
180	QT01_EVT_16
181	QT01_EVT_17
182	QT01_EVT_18
183	QT01_EVT_19
184	QT01_EVT_20
185	QT01_EVT_21
186	QT01_EVT_22
187	QT01_EVT_23
188	QT01_EVT_24
189	QT01_EVT_25
190	QT01_EVT_26
191	QT01_EVT_27
192	QT01_EVT_28
193	QT01_EVT_29
265	QT02_EVT_00
266	QT02_EVT_01
267	QT02_EVT_02
268	QT02_EVT_03
269	QT02_EVT_04
270	QT02_EVT_05
271	QT02_EVT_06
272	QT02_EVT_07
273	QT02_EVT_08
274	QT02_EVT_09
275	QT02_EVT_10
276	QT02_EVT_11
277	QT02_EVT_12
278	QT02_EVT_13
279	QT02_EVT_14
280	QT02_EVT_15
281	QT02_EVT_16
282	QT02_EVT_17
283	QT02_EVT_18
364	QT03_EVT_00
365	QT03_EVT_01
366	QT03_EVT_02
367	QT03_EVT_03
368	QT03_EVT_04
369	QT03_EVT_05
370	QT03_EVT_06
371	QT03_EVT_07
372	QT03_EVT_08
373	QT03_EVT_09
374	QT03_EVT_10
375	QT03_EVT_11
376	QT03_EVT_12
377	QT03_EVT_13
378	QT03_EVT_14
379	QT03_EVT_15
380	QT03_EVT_16
381	QT03_EVT_17
382	QT03_EVT_18
383	QT03_EVT_19
384	QT03_EVT_20
385	QT03_EVT_21
386	QT03_EVT_22
387	QT03_EVT_23
388	QT03_EVT_24
389	QT03_EVT_25
390	QT03_EVT_26
391	QT03_EVT_27
392	QT03_EVT_28
393	QT03_EVT_29
394	QT03_EVT_30
395	QT03_EVT_31
396	QT03_EVT_32
397	QT03_EVT_33
398	QT03_EVT_34
399	QT03_EVT_35
400	QT03_EVT_36
464	QT04_EVT_00
465	QT04_EVT_01
466	QT04_EVT_02
467	QT04_EVT_03
468	QT04_EVT_04
469	QT04_EVT_05
470	QT04_EVT_06
471	QT04_EVT_07
472	QT04_EVT_08
473	QT04_EVT_09
474	QT04_EVT_10
475	QT04_EVT_11
476	QT04_EVT_12
477	QT04_EVT_13
478	QT04_EVT_14
479	QT04_EVT_15
480	QT04_EVT_16
481	QT04_EVT_17
482	QT04_EVT_18
483	QT04_EVT_19
484	QT04_EVT_20
485	QT04_EVT_21
564	QT05_EVT_00
565	QT05_EVT_01
566	QT05_EVT_02
567	QT05_EVT_03
568	QT05_EVT_04
569	QT05_EVT_05
570	QT05_EVT_06
571	QT05_EVT_07
572	QT05_EVT_08
573	QT05_EVT_09
574	QT05_EVT_10
575	QT05_EVT_11
576	QT05_EVT_12
577	QT05_EVT_13
578	QT05_EVT_14
579	QT05_EVT_15
580	QT05_EVT_16
581	QT05_EVT_17
582	QT05_EVT_18
583	QT05_EVT_19
584	QT05_EVT_20
585	QT05_EVT_21
586	QT05_EVT_22
587	QT05_EVT_23
588	QT05_EVT_24
589	QT05_EVT_25
590	QT05_EVT_26
770	COUNTERFLAG_FLYINGMACINE
771	COUNTERFLAG_BELOVED_EMPRESS
774	COUNTERFLAG_FLYINGMACINE_OMEGAHON
775	COUNTERFLAG_FLYINGMACINE_DRINK
776	COUNTERFLAG_FLYINGMACINE_REFRIGERATER
777	COUNTERFLAG_FLYINGMACINE_EGGSHELL
778	COUNTERFLAG_FLYINGMACINE_TV
779	COUNTERFLAG_FLYINGMACINE_BEARD
780	COUNTERFLAG_FLYINGMACINE_PROPELLER
782	COUNTER_HOLDING_COW_FESTIVAL
783	COUNTER_HOLDING_ONI_FESTIVAL
784	COUNTER_HOLDING_ONIKING_FESTIVAL
785	COUNTER_HOLDING_DRUNKARD_FESTIVAL
786	COUNTER_HOLDING_STRAWBERRY_FESTIVAL
787	COUNTER_HOLDING_EGG_FESTIVAL
788	COUNTER_HOLDING_TV_FESTIVAL
789	COUNTER_HOLDING_ERUPTION_FESTIVAL
790	COUNTER_HOLDING_GARBAGE_FESTIVAL
791	COUNTER_DOBUROKU_SMALLTALK
792	COUNTER_OMULET_SMALLTALK
793	COUNTER_TVLUNCH_SMALLTALK
794	COUNTER_LONGSOBA_SMALLTALK
795	COUNTER_GENERAL_SMALLTALK
796	COUNTER_PRINCESS_TALK
797	COUNTER_CLIMBING_LONSOBA
